[I 221224 08:35:42 CIRS-RL-kuaishou:142] {
      "env": "KuaishouEnv-v0",
      "user_model_name": "DeepFM",
      "model_name": "CIRS",
      "seed": 0,
      "cuda": 6,
      "is_ab": true,
      "cpu": false,
      "is_save": false,
      "version": "v1",
      "tau": 10.0,
      "gamma_exposure": 10.0,
      "r_decay": 1,
      "leave_threshold": 0,
      "num_leave_compute": 1,
      "max_turn": 30,
      "dim_state": 20,
      "dim_model": 32,
      "nhead": 4,
      "force_length": 10,
      "top_rate": 0.8,
      "buffer_size": 11000,
      "lr": 0.001,
      "gamma": 0.95,
      "epoch": 1000,
      "step_per_epoch": 15000,
      "repeat_per_collect": 2,
      "batch_size": 1024,
      "hidden_sizes": [
        64,
        64
      ],
      "episode_per_collect": 100,
      "training_num": 100,
      "test_num": 100,
      "render": 0,
      "vf_coef": 0.25,
      "ent_coef": 0.0,
      "eps_clip": 0.2,
      "max_grad_norm": 0.5,
      "gae_lambda": 0.95,
      "rew_norm": 1,
      "dual_clip": null,
      "value_clip": 1,
      "norm_adv": 1,
      "recompute_adv": 0,
      "resume": false,
      "save_interval": 1000,
      "read_message": "Pair11",
      "message": "K_CIRS_len30_r08"
    }
[I 221224 08:46:10 utils:134] Epoch: [12], Info: [{'num_test': 100, 'CV': '0.14097', 'CV_turn': '0.23880', 'ctr': '0.84622', 'len_tra': 19.64, 'R_tra': 16.619721756918814, 'ifeat_feat': 0.45824847250509165, 'NX_0_CV': '0.15329', 'NX_0_CV_turn': '0.25285', 'NX_0_ctr': '0.85755', 'NX_0_len_tra': 20.17, 'NX_0_R_tra': 17.29687184584178, 'NX_0_ifeat_feat': 0.44719881011403073, 'NX_10_CV': '0.07845', 'NX_10_CV_turn': '0.26100', 'NX_10_ctr': '0.87353', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.735345402454538, 'NX_10_ifeat_feat': 0.426}]
[I 221224 08:46:57 utils:134] Epoch: [13], Info: [{'num_test': 100, 'CV': '0.11873', 'CV_turn': '0.23167', 'ctr': '0.80366', 'len_tra': 17.05, 'R_tra': 13.7024395510463, 'ifeat_feat': 0.37008797653958947, 'NX_0_CV': '0.15299', 'NX_0_CV_turn': '0.25025', 'NX_0_ctr': '0.81600', 'NX_0_len_tra': 20.34, 'NX_0_R_tra': 16.597534551731187, 'NX_0_ifeat_feat': 0.42428711897738447, 'NX_10_CV': '0.07965', 'NX_10_CV_turn': '0.26500', 'NX_10_ctr': '0.82594', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.25940764150397, 'NX_10_ifeat_feat': 0.372}]
[I 221224 08:47:55 utils:134] Epoch: [14], Info: [{'num_test': 100, 'CV': '0.11031', 'CV_turn': '0.20491', 'ctr': '0.78883', 'len_tra': 17.91, 'R_tra': 14.127885813457047, 'ifeat_feat': 0.37465103294249025, 'NX_0_CV': '0.11452', 'NX_0_CV_turn': '0.20255', 'NX_0_ctr': '0.81731', 'NX_0_len_tra': 18.81, 'NX_0_R_tra': 15.373568346436107, 'NX_0_ifeat_feat': 0.4130781499202552, 'NX_10_CV': '0.07093', 'NX_10_CV_turn': '0.23600', 'NX_10_ctr': '0.79229', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.9228930060831635, 'NX_10_ifeat_feat': 0.395}]
[I 221224 08:48:35 utils:134] Epoch: [15], Info: [{'num_test': 100, 'CV': '0.13405', 'CV_turn': '0.25515', 'ctr': '0.83348', 'len_tra': 17.48, 'R_tra': 14.569202268718195, 'ifeat_feat': 0.41304347826086957, 'NX_0_CV': '0.15479', 'NX_0_CV_turn': '0.26907', 'NX_0_ctr': '0.79475', 'NX_0_len_tra': 19.14, 'NX_0_R_tra': 15.211523953588886, 'NX_0_ifeat_feat': 0.42371995820271685, 'NX_10_CV': '0.08927', 'NX_10_CV_turn': '0.29700', 'NX_10_ctr': '0.89466', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.946564843302296, 'NX_10_ifeat_feat': 0.393}]
[I 221224 08:49:15 utils:134] Epoch: [16], Info: [{'num_test': 100, 'CV': '0.14187', 'CV_turn': '0.25963', 'ctr': '0.88222', 'len_tra': 18.18, 'R_tra': 16.038769083560545, 'ifeat_feat': 0.3872387238723872, 'NX_0_CV': '0.14758', 'NX_0_CV_turn': '0.27172', 'NX_0_ctr': '0.85328', 'NX_0_len_tra': 18.07, 'NX_0_R_tra': 15.418735832177612, 'NX_0_ifeat_feat': 0.41671278361925845, 'NX_10_CV': '0.09288', 'NX_10_CV_turn': '0.30900', 'NX_10_ctr': '0.79035', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.9035228745183295, 'NX_10_ifeat_feat': 0.378}]
[I 221224 08:50:02 utils:134] Epoch: [17], Info: [{'num_test': 100, 'CV': '0.16652', 'CV_turn': '0.30812', 'ctr': '0.82808', 'len_tra': 17.98, 'R_tra': 14.888924137633033, 'ifeat_feat': 0.42769744160177975, 'NX_0_CV': '0.18605', 'NX_0_CV_turn': '0.31517', 'NX_0_ctr': '0.82827', 'NX_0_len_tra': 19.64, 'NX_0_R_tra': 16.26715339802968, 'NX_0_ifeat_feat': 0.4475560081466395, 'NX_10_CV': '0.10280', 'NX_10_CV_turn': '0.34200', 'NX_10_ctr': '0.78956', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.8956238834182155, 'NX_10_ifeat_feat': 0.403}]
[I 221224 08:50:45 utils:134] Epoch: [18], Info: [{'num_test': 100, 'CV': '0.13586', 'CV_turn': '0.23323', 'ctr': '0.81135', 'len_tra': 19.38, 'R_tra': 15.72402966812841, 'ifeat_feat': 0.368937048503612, 'NX_0_CV': '0.15930', 'NX_0_CV_turn': '0.26019', 'NX_0_ctr': '0.80730', 'NX_0_len_tra': 20.37, 'NX_0_R_tra': 16.44462272641149, 'NX_0_ifeat_feat': 0.39666175748649973, 'NX_10_CV': '0.09107', 'NX_10_CV_turn': '0.30300', 'NX_10_ctr': '0.86267', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.626745751090045, 'NX_10_ifeat_feat': 0.382}]
[I 221224 08:51:26 utils:134] Epoch: [19], Info: [{'num_test': 100, 'CV': '0.15209', 'CV_turn': '0.27001', 'ctr': '0.81642', 'len_tra': 18.74, 'R_tra': 15.299762602836559, 'ifeat_feat': 0.37886872998932764, 'NX_0_CV': '0.15690', 'NX_0_CV_turn': '0.28618', 'NX_0_ctr': '0.82204', 'NX_0_len_tra': 18.24, 'NX_0_R_tra': 14.99405982487293, 'NX_0_ifeat_feat': 0.41885964912280704, 'NX_10_CV': '0.10370', 'NX_10_CV_turn': '0.34500', 'NX_10_ctr': '0.77199', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 7.719870834999155, 'NX_10_ifeat_feat': 0.377}]
[I 221224 08:52:11 utils:134] Epoch: [20], Info: [{'num_test': 100, 'CV': '0.08957', 'CV_turn': '0.16884', 'ctr': '0.83698', 'len_tra': 17.65, 'R_tra': 14.772700877243443, 'ifeat_feat': 0.35580736543909347, 'NX_0_CV': '0.11181', 'NX_0_CV_turn': '0.17816', 'NX_0_ctr': '0.83698', 'NX_0_len_tra': 20.88, 'NX_0_R_tra': 17.476108324047107, 'NX_0_ifeat_feat': 0.38122605363984674, 'NX_10_CV': '0.07274', 'NX_10_CV_turn': '0.24200', 'NX_10_ctr': '0.84953', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.495250334184414, 'NX_10_ifeat_feat': 0.368}]
[I 221224 08:52:53 utils:134] Epoch: [21], Info: [{'num_test': 100, 'CV': '0.10911', 'CV_turn': '0.20336', 'ctr': '0.85847', 'len_tra': 17.85, 'R_tra': 15.32374178268629, 'ifeat_feat': 0.41456582633053224, 'NX_0_CV': '0.13285', 'NX_0_CV_turn': '0.20958', 'NX_0_ctr': '0.82332', 'NX_0_len_tra': 21.09, 'NX_0_R_tra': 17.36389332436627, 'NX_0_ifeat_feat': 0.41014698909435754, 'NX_10_CV': '0.07244', 'NX_10_CV_turn': '0.24100', 'NX_10_ctr': '0.83108', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.310832043351056, 'NX_10_ifeat_feat': 0.399}]
[I 221224 08:53:32 utils:134] Epoch: [22], Info: [{'num_test': 100, 'CV': '0.09558', 'CV_turn': '0.17608', 'ctr': '0.84782', 'len_tra': 18.06, 'R_tra': 15.31170023613833, 'ifeat_feat': 0.38205980066445183, 'NX_0_CV': '0.11602', 'NX_0_CV_turn': '0.18478', 'NX_0_ctr': '0.86624', 'NX_0_len_tra': 20.89, 'NX_0_R_tra': 18.095707639640565, 'NX_0_ifeat_feat': 0.4174246050741982, 'NX_10_CV': '0.06432', 'NX_10_CV_turn': '0.21400', 'NX_10_ctr': '0.87528', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.75283035571208, 'NX_10_ifeat_feat': 0.387}]
[I 221224 08:54:13 utils:134] Epoch: [23], Info: [{'num_test': 100, 'CV': '0.14488', 'CV_turn': '0.23558', 'ctr': '0.83719', 'len_tra': 20.46, 'R_tra': 17.128996000030916, 'ifeat_feat': 0.4071358748778104, 'NX_0_CV': '0.15269', 'NX_0_CV_turn': '0.22780', 'NX_0_ctr': '0.85115', 'NX_0_len_tra': 22.3, 'NX_0_R_tra': 18.980581585479452, 'NX_0_ifeat_feat': 0.43452914798206277, 'NX_10_CV': '0.08386', 'NX_10_CV_turn': '0.27900', 'NX_10_ctr': '0.88951', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.895126560689864, 'NX_10_ifeat_feat': 0.417}]
[I 221224 08:54:54 utils:134] Epoch: [24], Info: [{'num_test': 100, 'CV': '0.15900', 'CV_turn': '0.25655', 'ctr': '0.91723', 'len_tra': 20.62, 'R_tra': 18.913271961534406, 'ifeat_feat': 0.34917555771096026, 'NX_0_CV': '0.12925', 'NX_0_CV_turn': '0.20723', 'NX_0_ctr': '0.89509', 'NX_0_len_tra': 20.75, 'NX_0_R_tra': 18.573159406560997, 'NX_0_ifeat_feat': 0.3927710843373494, 'NX_10_CV': '0.08416', 'NX_10_CV_turn': '0.28000', 'NX_10_ctr': '0.86276', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.62759357403671, 'NX_10_ifeat_feat': 0.351}]
[I 221224 08:55:43 utils:134] Epoch: [25], Info: [{'num_test': 100, 'CV': '0.20739', 'CV_turn': '0.38483', 'ctr': '0.91833', 'len_tra': 17.93, 'R_tra': 16.465677097026752, 'ifeat_feat': 0.4629113218070273, 'NX_0_CV': '0.19537', 'NX_0_CV_turn': '0.35714', 'NX_0_ctr': '0.89538', 'NX_0_len_tra': 18.2, 'NX_0_R_tra': 16.29590172710912, 'NX_0_ifeat_feat': 0.4697802197802198, 'NX_10_CV': '0.13075', 'NX_10_CV_turn': '0.43500', 'NX_10_ctr': '0.92789', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.278878745882317, 'NX_10_ifeat_feat': 0.477}]
[I 221224 08:56:28 utils:134] Epoch: [26], Info: [{'num_test': 100, 'CV': '0.19417', 'CV_turn': '0.34252', 'ctr': '1.05960', 'len_tra': 18.86, 'R_tra': 19.983974347939405, 'ifeat_feat': 0.3955461293743372, 'NX_0_CV': '0.16111', 'NX_0_CV_turn': '0.31127', 'NX_0_ctr': '0.86417', 'NX_0_len_tra': 17.22, 'NX_0_R_tra': 14.880978873847562, 'NX_0_ifeat_feat': 0.4337979094076655, 'NX_10_CV': '0.13345', 'NX_10_CV_turn': '0.44400', 'NX_10_ctr': '0.88149', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.814850878528347, 'NX_10_ifeat_feat': 0.447}]
[I 221224 08:57:15 utils:134] Epoch: [27], Info: [{'num_test': 100, 'CV': '0.21912', 'CV_turn': '0.38409', 'ctr': '1.04637', 'len_tra': 18.98, 'R_tra': 19.860162270520718, 'ifeat_feat': 0.4172813487881981, 'NX_0_CV': '0.19026', 'NX_0_CV_turn': '0.32696', 'NX_0_ctr': '0.86747', 'NX_0_len_tra': 19.36, 'NX_0_R_tra': 16.794154638559725, 'NX_0_ifeat_feat': 0.4452479338842975, 'NX_10_CV': '0.14758', 'NX_10_CV_turn': '0.49100', 'NX_10_ctr': '0.95638', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.563837745521054, 'NX_10_ifeat_feat': 0.496}]
[I 221224 08:57:57 utils:134] Epoch: [28], Info: [{'num_test': 100, 'CV': '0.20679', 'CV_turn': '0.35264', 'ctr': '1.06259', 'len_tra': 19.51, 'R_tra': 20.73112758896811, 'ifeat_feat': 0.37570476678626347, 'NX_0_CV': '0.16351', 'NX_0_CV_turn': '0.29517', 'NX_0_ctr': '0.85745', 'NX_0_len_tra': 18.43, 'NX_0_R_tra': 15.802798988719971, 'NX_0_ifeat_feat': 0.4053174172544764, 'NX_10_CV': '0.13586', 'NX_10_CV_turn': '0.45200', 'NX_10_ctr': '0.93483', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.348338111258158, 'NX_10_ifeat_feat': 0.45}]
[I 221224 08:58:36 utils:134] Epoch: [29], Info: [{'num_test': 100, 'CV': '0.17072', 'CV_turn': '0.28008', 'ctr': '0.97584', 'len_tra': 20.28, 'R_tra': 19.790097630697502, 'ifeat_feat': 0.34072978303747536, 'NX_0_CV': '0.17072', 'NX_0_CV_turn': '0.29848', 'NX_0_ctr': '0.90727', 'NX_0_len_tra': 19.03, 'NX_0_R_tra': 17.265296457148136, 'NX_0_ifeat_feat': 0.41040462427745666, 'NX_10_CV': '0.13135', 'NX_10_CV_turn': '0.43700', 'NX_10_ctr': '0.89125', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.912516449882368, 'NX_10_ifeat_feat': 0.421}]
[I 221224 08:59:16 utils:134] Epoch: [30], Info: [{'num_test': 100, 'CV': '0.12504', 'CV_turn': '0.23150', 'ctr': '0.92407', 'len_tra': 17.97, 'R_tra': 16.605590239073305, 'ifeat_feat': 0.3283249860879243, 'NX_0_CV': '0.13375', 'NX_0_CV_turn': '0.24041', 'NX_0_ctr': '0.87950', 'NX_0_len_tra': 18.51, 'NX_0_R_tra': 16.279510092839715, 'NX_0_ifeat_feat': 0.37925445705024313, 'NX_10_CV': '0.09107', 'NX_10_CV_turn': '0.30300', 'NX_10_ctr': '0.87438', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.743802921790925, 'NX_10_ifeat_feat': 0.365}]
[I 221224 09:00:03 utils:134] Epoch: [31], Info: [{'num_test': 100, 'CV': '0.11933', 'CV_turn': '0.20851', 'ctr': '0.93824', 'len_tra': 19.04, 'R_tra': 17.864124267698507, 'ifeat_feat': 0.3082983193277311, 'NX_0_CV': '0.14247', 'NX_0_CV_turn': '0.23915', 'NX_0_ctr': '0.88862', 'NX_0_len_tra': 19.82, 'NX_0_R_tra': 17.612462475137153, 'NX_0_ifeat_feat': 0.3753784056508577, 'NX_10_CV': '0.08837', 'NX_10_CV_turn': '0.29400', 'NX_10_ctr': '0.91027', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.102716111839504, 'NX_10_ifeat_feat': 0.344}]
[I 221224 09:00:44 utils:134] Epoch: [32], Info: [{'num_test': 100, 'CV': '0.14187', 'CV_turn': '0.30971', 'ctr': '0.93529', 'len_tra': 15.24, 'R_tra': 14.253748734496247, 'ifeat_feat': 0.41863517060367456, 'NX_0_CV': '0.17042', 'NX_0_CV_turn': '0.29047', 'NX_0_ctr': '0.88953', 'NX_0_len_tra': 19.52, 'NX_0_R_tra': 17.3636475393972, 'NX_0_ifeat_feat': 0.42674180327868855, 'NX_10_CV': '0.10520', 'NX_10_CV_turn': '0.35000', 'NX_10_ctr': '0.89280', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.928000411691524, 'NX_10_ifeat_feat': 0.409}]
[I 221224 09:01:24 utils:134] Epoch: [33], Info: [{'num_test': 100, 'CV': '0.12263', 'CV_turn': '0.21599', 'ctr': '0.97281', 'len_tra': 18.89, 'R_tra': 18.376457537371564, 'ifeat_feat': 0.37903652726310216, 'NX_0_CV': '0.12534', 'NX_0_CV_turn': '0.23680', 'NX_0_ctr': '0.95363', 'NX_0_len_tra': 17.61, 'NX_0_R_tra': 16.793437781644478, 'NX_0_ifeat_feat': 0.44122657580919933, 'NX_10_CV': '0.07785', 'NX_10_CV_turn': '0.25900', 'NX_10_ctr': '0.92253', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 9.225314949991963, 'NX_10_ifeat_feat': 0.385}]
[I 221224 09:02:04 utils:134] Epoch: [34], Info: [{'num_test': 100, 'CV': '0.11301', 'CV_turn': '0.20808', 'ctr': '0.91069', 'len_tra': 18.07, 'R_tra': 16.456089845294134, 'ifeat_feat': 0.3408965135583841, 'NX_0_CV': '0.13135', 'NX_0_CV_turn': '0.22701', 'NX_0_ctr': '0.88343', 'NX_0_len_tra': 19.25, 'NX_0_R_tra': 17.00602313739872, 'NX_0_ifeat_feat': 0.38701298701298703, 'NX_10_CV': '0.07454', 'NX_10_CV_turn': '0.24800', 'NX_10_ctr': '0.85685', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.568512801718898, 'NX_10_ifeat_feat': 0.364}]
[I 221224 09:02:50 utils:134] Epoch: [35], Info: [{'num_test': 100, 'CV': '0.10099', 'CV_turn': '0.19333', 'ctr': '0.84406', 'len_tra': 17.38, 'R_tra': 14.669740876602457, 'ifeat_feat': 0.334867663981588, 'NX_0_CV': '0.13375', 'NX_0_CV_turn': '0.21333', 'NX_0_ctr': '0.83339', 'NX_0_len_tra': 20.86, 'NX_0_R_tra': 17.38441339374171, 'NX_0_ifeat_feat': 0.37392138063279, 'NX_10_CV': '0.07785', 'NX_10_CV_turn': '0.25900', 'NX_10_ctr': '0.82822', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.28217220448473, 'NX_10_ifeat_feat': 0.344}]
[I 221224 09:03:27 utils:134] Epoch: [36], Info: [{'num_test': 100, 'CV': '0.13135', 'CV_turn': '0.20478', 'ctr': '0.88804', 'len_tra': 21.34, 'R_tra': 18.95086281253952, 'ifeat_feat': 0.338331771321462, 'NX_0_CV': '0.14007', 'NX_0_CV_turn': '0.21494', 'NX_0_ctr': '0.83130', 'NX_0_len_tra': 21.68, 'NX_0_R_tra': 18.022588123206692, 'NX_0_ifeat_feat': 0.4022140221402214, 'NX_10_CV': '0.08085', 'NX_10_CV_turn': '0.26900', 'NX_10_ctr': '0.83502', 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 8.35021286358041, 'NX_10_ifeat_feat': 0.376}]
